c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,nombre_cientifico,ciclo_de_cultivo
27,CHOCO,27430,MEDIO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,5,5,25,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27135,EL CANTON DEL SAN PABLO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2011,2011,3,3,15,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27250,LITORAL DEL SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,600,600,6000,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27001,QUIBDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,70,70,200,2.86,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27150,CARMEN DEL DARIEN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,55,55,368,6.69,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27077,BAJO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,50,50,500,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27745,SIPI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,45,45,84,1.87,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27600,RIO QUITO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,40,40,40,1.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27787,TADO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,30,30,120,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27810,UNION PANAMERICANA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,30,30,150,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27450,MEDIO SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,21,21,380,18.1,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27580,RIO IRO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,15,15,50,3.33,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27425,MEDIO ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,12,12,120,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27160,CERTEGUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,5,5,25,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27430,MEDIO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,5,5,25,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27135,EL CANTON DEL SAN PABLO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2012,2012,3,3,15,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27250,LITORAL DEL SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,600,600,6000,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27150,CARMEN DEL DARIEN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,180,65,533,8.2,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27001,QUIBDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,180,180,1260,7.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27077,BAJO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,100,97,1358,14.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27600,RIO QUITO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,65,65,325,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27745,SIPI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,45,42,252,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27787,TADO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,23,21,84,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27450,MEDIO SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,21,19,190,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27050,ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,18,11,111,10.3,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27425,MEDIO ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,15,15,150,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27430,MEDIO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,15,15,210,14.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27491,NOVITA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,10,9,90,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27160,CERTEGUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,8,5,20,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27810,UNION PANAMERICANA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,5,3,24,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27495,NUQUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,4,3,18,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27075,BAHIA SOLANO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,3,2,12,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27135,EL CANTON DEL SAN PABLO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,3,3,9,3.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27580,RIO IRO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,3,3,24,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27073,BAGADO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2013,2013,2,2,12,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27250,LITORAL DEL SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,500,500,5000,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27001,QUIBDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,120,120,960,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27077,BAJO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,98,98,1372,14.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27150,CARMEN DEL DARIEN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,75,75,605,8.07,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27600,RIO QUITO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,70,70,350,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27745,SIPI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,50,50,300,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27787,TADO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,23,23,92,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27580,RIO IRO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,20,20,120,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27050,ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,18,18,144,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27425,MEDIO ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,18,18,180,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27430,MEDIO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,15,15,210,14.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27450,MEDIO SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,15,15,150,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27160,CERTEGUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,10,10,40,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27491,NOVITA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,10,10,80,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27413,LLORO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,5,5,30,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27075,BAHIA SOLANO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,3,3,18,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27135,EL CANTON DEL SAN PABLO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,3,3,21,7.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27495,NUQUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,3,3,15,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27810,UNION PANAMERICANA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2014,2014,2,2,16,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27250,LITORAL DEL SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,500,500,5000,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27077,,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,180,180,2880,16.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27150,CARMEN DEL DARIEN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,150,150,1230,8.2,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27001,QUIBDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,120,120,960,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27745,SIPI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,56,56,336,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27600,RIO QUITO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,50,50,250,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27580,RIO IRO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,30,30,180,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27050,ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,25,25,200,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27491,NOVITA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,20,20,160,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27787,TADO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,20,20,80,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27425,MEDIO ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,19,19,190,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27430,MEDIO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,15,15,210,14.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27450,MEDIO SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,15,15,150,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27160,CERTEGUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,10,10,40,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27413,LLORO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,10,10,60,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27075,BAHIA SOLANO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,5,5,30,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27495,NUQUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,4,3,15,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27135,EL CANTON DEL SAN PABLO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,3,3,21,7.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27810,UNION PANAMERICANA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2015,2015,1,1,8,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27250,LITORAL DEL SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,1000,1000,10000,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27077,BAJO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,180,170,2040,12.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27150,CARMEN DEL DARIEN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,100,100,820,8.2,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27001,QUIBDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,100,100,800,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
41,HUILA,41306,GIGANTE,TUBERCULOS Y PLATANOS,ACHIRA,ACHIRA,ACHIRA,2011,2011,24,23,46,2.0,TUBERCULO FRESCO,CANNA EDULIS,ANUAL
27,CHOCO,27600,RIO QUITO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,60,50,400,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27745,SIPI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,60,60,360,6.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27491,NOVITA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,30,30,270,9.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27787,TADO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,30,30,120,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27050,ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,25,25,200,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27580,RIO IRO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,25,25,250,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27425,MEDIO ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,20,20,160,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27450,MEDIO SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,20,20,200,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27160,CERTEGUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,12,12,96,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27430,MEDIO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,10,10,100,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27075,BAHIA SOLANO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,6,6,60,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27135,EL CANTON DEL SAN PABLO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,4,4,26,7.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27495,NUQUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,4,4,20,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27810,UNION PANAMERICANA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2016,2016,1,1,8,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27250,LITORAL DEL SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,500,500,5000,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27050,ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,190,11,88,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27001,QUIBDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,110,110,880,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27150,CARMEN DEL DARIEN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,100,100,820,8.2,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27600,RIO QUITO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,70,60,300,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27491,NOVITA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,50,50,350,7.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27075,BAHIA SOLANO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,35,35,393,11.22,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27580,RIO IRO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,25,25,250,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27425,MEDIO ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,20,20,100,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27450,MEDIO SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,20,20,200,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27135,EL CANTON DEL SAN PABLO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,16,7,45,6.4,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27160,CERTEGUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,14,14,137,9.9,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27430,MEDIO BAUDO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,10,10,100,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27495,NUQUI,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,6,6,30,5.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27787,TADO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,3,3,12,4.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27413,LLORO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,2,1,8,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27810,UNION PANAMERICANA,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2017,2017,2,2,16,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27250,LITORAL DEL SAN JUAN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2018,2018,500,500,5000,10.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27050,ATRATO,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2018,2018,190,25,200,8.0,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
27,CHOCO,27150,CARMEN DEL DARIEN,TUBERCULOS Y PLATANOS,MALANGA,MALANGA,ACHIN,2018,2018,120,120,984,8.2,TUBERCULO FRESCO,COLOCASIA ESCULENTA,ANUAL
